location,calcium,magnesium,sodium,potassium,boron,carbonate,bicarbonate,sulfate,chloride,nitrates,pH,conductivity,hardness_1,hardness_2,alkalinity,total_dissolved_salts,sar,yield
Farm_A,900.4180572,398.5047344,583.6561119,780.7615861,707.2386343,175.3712786,994.9078226,200.5247267,585.3543644,353.4213793,8.923348698,759.9523199,219.0443905,276.9027506,459.2545749,439.5862486,1.395099484,98.7
Farm_A,794.8113035,628.9428468,768.9874152,535.3101315,580.5883503,799.415879,678.0161526,800.5866991,692.6259522,85.6582496,7.8049538,1714.953206,120.0093324,183.4918681,78.10591713,294.1666113,6.085767812,103.8
Farm_A,280.7723624,750.6147516,954.0510273,959.5766443,148.6627278,917.3135755,850.5817291,31.58614483,868.9049845,69.42384275,5.634658082,218.3189012,54.5016389,194.2999717,58.60224249,764.7377123,9.335746616,102.0
Farm_B,226.4957752,737.8969167,553.8542844,146.3739922,542.7244433,525.6901823,467.4015112,473.2099067,453.7895414,106.8769231,5.203463559,231.0202311,257.0623131,193.0121608,206.2746676,560.0162253,9.011270237,188.7
Farm_C,651.9612595,941.4648088,376.4633669,527.0414639,802.8534486,732.5720972,655.2419806,242.0450159,639.1199378,231.9470961,4.800358175,316.7819913,247.1118358,237.794512,392.8091861,143.3674112,1.657734058,108.3
Farm_A,794.8113035,628.9428468,768.9874152,535.3101315,580.5883503,799.415879,678.0161526,800.5866991,692.6259522,85.6582496,7.8049538,1714.953206,120.0093324,183.4918681,78.10591713,294.1666113,6.085767812,103.8
Farm_A,169.4927467,389.2016787,755.1372557,786.9033863,524.3902693,705.5751725,832.134178,81.62998203,567.016261,562.2968159,6.941011335,1971.480347,235.7982997,279.158809,382.0412834,211.9315591,7.849071311,95.1
Farm_C,174.366429,611.7207462,523.0978442,68.17230939,345.6959935,272.3073265,167.0339461,185.5255157,73.49674733,256.5627837,4.987352449,636.1554419,93.44039828,123.3722058,112.6385156,348.552602,1.559829035,108.60000000000001
Farm_B,325.3996982,195.7911348,594.1307154,449.7846488,537.3956029,595.0779307,372.688517,618.1557343,488.8465803,987.7855202,7.632308576,1716.17051,217.683078,285.4314279,309.7755632,489.4562224,8.133356047,193.20000000000002
Farm_C,924.6936183,46.00264202,45.44638034,311.8161331,153.3514031,651.4203884,230.6698117,131.2448777,617.1449866,951.4033422,8.594632668,954.5057007,162.5877447,176.8529847,330.5326812,384.6431348,5.766937516,112.8
Farm_C,722.4521153,177.4395438,129.1594152,801.5371119,961.0703175,91.58207333,658.4518347,706.4757265,617.8472402,354.9963058,5.839703757,1136.320552,251.2266942,171.5001234,466.872173,686.4757844,4.213264096,119.7
Farm_C,548.7337894,458.2528905,45.21867011,306.2536208,54.76163882,663.6711654,862.1276173,480.5069473,4.939980934,607.0940361,7.18145677,1256.201818,267.8011206,80.25625012,178.6026,803.641477,4.932962971,115.19999999999999
Farm_A,853.0094555,902.5529067,560.9379715,394.4762786,472.0669451,489.4249636,128.8698675,817.29777,48.21203886,661.8391898,4.016091318,1767.877148,167.1919914,247.24629,499.0193851,851.9322032,3.59996445,99.6
Farm_C,892.5589985,809.3611555,91.20610305,992.4835022,139.7723766,27.0959925,37.00763472,632.6218931,974.7931621,396.1726916,4.750845004,1591.304257,121.7844895,65.91022732,340.6200738,413.9384806,2.129951933,117.0
Farm_C,237.2490875,905.350642,150.4168911,886.6042152,398.1686936,262.2640443,408.4532131,498.8881535,515.5960286,496.7668589,5.233394323,576.8366565,276.7987577,138.692823,271.546466,550.3610311,2.710968848,119.7
Farm_A,339.029791,635.0936509,974.3948077,58.16379551,576.2883602,418.7705249,396.2420189,64.20893708,205.84121,780.5255152,4.215868679,141.4644539,221.5817992,201.9763035,290.0239829,180.3605721,5.009874749,101.7
Farm_A,817.2222002,474.1738291,455.6567528,640.8263147,18.11018382,136.8856301,779.5844736,796.537291,36.67142693,228.0797719,8.209992764,163.8658403,138.0937367,298.2042097,227.8119845,858.4407119,1.686152962,100.19999999999999
Farm_C,177.1106794,412.6176769,671.7006844,547.959489,996.8742518,446.005773,837.0133284,541.2963353,930.9486955,800.3565078,8.383253809,972.5557674,126.1877738,189.6605991,375.218131,455.6178169,2.998682836,114.3
Farm_C,871.4605902,702.484084,752.3745294,234.6420819,741.1206493,156.1525974,844.5493985,541.2665787,719.2017783,5.758660498,7.069667924,246.4107304,291.1191635,298.859379,205.6448573,466.7887279,7.956293337,113.1
Farm_B,555.2008116,97.83416065,620.1325978,216.0381825,872.1239089,900.0186418,350.1252592,481.5223515,736.4020151,212.0448399,7.642453386,219.0410866,260.3618883,82.87227997,67.7567898,382.0131258,3.472334335,204.9
Farm_A,898.5541885,642.4192782,822.5372429,101.045811,838.8980864,389.295614,580.0862078,479.9388347,933.8750175,168.0142077,6.711186027,1964.464472,178.1636883,64.88117509,116.9581862,699.7468722,2.77233134,99.0
Farm_C,161.6287141,70.5687474,910.9271845,303.2751476,984.841199,245.3491097,592.9399348,392.4935564,452.1990283,586.6084632,7.664007724,1488.559833,223.5376434,114.4018051,474.8189422,741.7414456,9.64564278,116.7
Farm_A,76.97990983,990.0538501,573.4378881,450.3709363,965.0269107,946.1154621,297.3490074,259.8035811,336.8957918,762.2851348,8.508809961,1246.626567,174.453127,96.33254488,359.7822583,789.5043395,5.176856435,95.7
Farm_A,237.637544,438.9714207,746.0448793,173.524515,762.4586857,763.6057942,296.3081205,432.334801,247.2310744,284.872902,8.899851647,970.5550848,229.8384056,292.8831727,293.6334233,840.2813149,2.762497757,102.6
Farm_B,512.0930583,954.8652807,73.79656474,398.6630278,693.9484445,984.4021807,944.7320223,864.3582498,969.8210451,709.0462617,8.715379189,1917.56778,173.5531118,250.6464199,300.9689718,100.1212237,5.229894413,205.5
Farm_A,237.637544,438.9714207,746.0448793,173.524515,762.4586857,763.6057942,296.3081205,432.334801,247.2310744,284.872902,8.899851647,970.5550848,229.8384056,292.8831727,293.6334233,840.2813149,2.762497757,102.6
Farm_A,633.5297108,835.9801205,285.7120863,640.9720773,110.631737,894.5522269,987.7223897,397.594398,359.2333694,311.3076992,8.05884894,1483.084683,96.85298602,202.6950178,392.8558157,228.5883652,6.204685595,95.7
Farm_A,289.7514529,140.0840152,631.8372122,756.1633289,124.2972235,373.3093163,924.3961954,634.0057031,182.1179157,797.8136489,6.307387323,1385.289081,76.36842499,69.74229055,218.5487992,861.3292957,9.671493168,96.3
Farm_A,410.382923,570.0611701,319.3136376,200.9336887,348.8682665,155.2402459,915.4882976,616.9269184,871.7835666,327.0331616,5.27335311,1201.969196,165.9828442,216.9511708,217.0275905,778.08513,5.778439106,96.3
Farm_B,113.4735212,116.0726405,901.1580105,432.4978783,947.2833396,554.1780025,512.688511,626.2203216,248.7142726,633.1513756,8.232571693,1542.856699,136.9853529,136.3057857,446.141643,766.8136505,9.62140709,190.8
Farm_A,645.1727904,554.3540525,969.3025356,367.5344223,251.7990589,171.6792858,613.4113892,968.1934279,236.0504633,567.3122196,4.607506882,208.4039702,133.8020118,178.1669315,311.2104204,142.1667177,7.369492152,104.4
Farm_C,548.7337894,458.2528905,45.21867011,306.2536208,54.76163882,663.6711654,862.1276173,480.5069473,4.939980934,607.0940361,7.18145677,1256.201818,267.8011206,80.25625012,178.6026,803.641477,4.932962971,115.19999999999999
Farm_B,186.5185104,250.2428982,969.8788267,487.0619188,149.9174273,541.6342147,949.961184,229.9546059,258.1334327,121.8860933,5.123078059,401.9255186,128.5875283,51.91600816,137.5807265,220.4455267,7.06717266,192.6
Farm_A,5.061583846,388.1699262,932.7284834,813.9702695,591.2754357,566.4046403,888.7480799,779.8509889,986.630123,23.63858605,7.44442651,981.4717247,213.2906976,164.0591272,314.929185,368.2469878,6.125858016,103.5
Farm_C,548.7337894,458.2528905,45.21867011,306.2536208,54.76163882,663.6711654,862.1276173,480.5069473,4.939980934,607.0940361,7.18145677,1256.201818,267.8011206,80.25625012,178.6026,803.641477,4.932962971,115.19999999999999
Farm_B,590.8929432,714.5959227,891.1431137,764.8098009,722.2525684,257.8876854,89.41100231,31.13408288,325.1900642,681.117854,6.160384415,357.1727563,255.4092244,59.18034063,204.1015905,148.8988313,4.106729876,200.39999999999998
Farm_A,300.8783098,522.2432601,753.3781853,496.9634829,939.8321236,583.041561,350.7118155,445.9027064,592.3503286,718.1230762,8.839300174,788.2473391,270.6040921,146.1278319,256.335354,676.428438,3.054118271,99.6
Farm_B,325.3996982,195.7911348,594.1307154,449.7846488,537.3956029,595.0779307,372.688517,618.1557343,488.8465803,987.7855202,7.632308576,1716.17051,217.683078,285.4314279,309.7755632,489.4562224,8.133356047,193.20000000000002
Farm_C,174.366429,611.7207462,523.0978442,68.17230939,345.6959935,272.3073265,167.0339461,185.5255157,73.49674733,256.5627837,4.987352449,636.1554419,93.44039828,123.3722058,112.6385156,348.552602,1.559829035,108.60000000000001
Farm_C,973.0105548,814.4684826,812.9010091,19.19227682,498.3677727,688.4023964,480.5865773,396.9232762,672.6021182,724.3388171,5.776922843,970.7712189,155.6371071,230.9932639,434.2828851,290.7946492,3.226062842,117.30000000000001
Farm_C,887.0864243,503.1362586,309.5276163,983.6789253,934.3670148,166.2833688,815.833125,310.3619589,531.169528,667.5498993,8.088926649,1879.962678,106.7948893,255.2995706,106.1693663,669.4406909,9.830732762,116.10000000000001
Farm_B,341.0663511,14.39348863,584.3143119,965.8221612,462.0058036,274.0552207,607.7367949,761.0239909,430.8875237,43.41253285,8.306849982,616.7044796,85.49299744,78.45959837,497.231775,322.1414823,2.208473658,200.1
Farm_A,24.31596643,806.8347393,606.1746345,487.8540439,414.6241237,136.8186309,867.294201,936.2122462,570.6097466,519.0597909,4.744440252,1073.755033,290.7025893,60.93476808,264.5795607,384.0646094,3.058091016,97.8
Farm_A,633.5297108,835.9801205,285.7120863,640.9720773,110.631737,894.5522269,987.7223897,397.594398,359.2333694,311.3076992,8.05884894,1483.084683,96.85298602,202.6950178,392.8558157,228.5883652,6.204685595,95.7
Farm_C,609.564334,622.8904758,777.1469159,208.5105144,139.2720727,817.4435617,479.8756203,426.1813022,622.9665836,195.7779857,7.123317844,145.9643514,291.7816538,287.6327631,102.2625321,422.0326757,7.726999659,109.5
Farm_C,492.5176938,803.4809304,247.3481017,241.2014576,663.537372,590.2306669,878.6299864,104.5678403,683.2480283,323.3715621,5.012402801,882.354529,277.6925404,155.508565,279.6946201,365.7713298,1.108928051,108.3
Farm_B,16.58782893,279.9338969,992.9647961,502.5660765,641.1476329,834.9302368,879.1183076,368.5263437,130.8736607,525.1633837,7.064697912,1348.214797,139.4495663,134.7151623,484.8878236,385.8281157,3.614540551,203.7
Farm_A,897.11026,625.8599157,536.0963663,695.0352289,736.4442356,46.96596678,153.8959063,797.5591006,57.08685609,423.7382536,7.62989955,1164.319549,263.9343147,288.7651279,405.7294074,448.8839249,8.592846976,100.8
Farm_B,137.5209441,757.8461105,627.5580801,549.5295359,400.8514168,576.5164755,649.646649,844.7832281,828.8833659,550.2265422,8.079734695,574.1377797,109.9685282,204.266629,230.8004603,103.4379304,5.029060829,192.89999999999998
Farm_A,606.4290597,26.51131054,949.7999133,692.1613417,124.6626812,288.6937368,91.4868374,600.0205481,316.156105,736.8737449,6.951738452,587.4071186,126.3276692,200.9488632,258.2040223,969.4427546,9.562868293,102.9
Farm_B,257.9416277,855.460584,950.4114841,439.5116886,505.8886789,206.4212718,220.4862091,920.8478478,167.0419079,819.1888594,7.775209644,224.1956994,212.7868962,173.3866451,329.2972159,424.2105269,5.50543214,195.29999999999998
Farm_C,228.7981655,615.0072267,950.6071469,96.67644965,830.6194078,861.785621,697.4202672,631.813527,975.8652558,807.8459419,4.192131745,1165.254179,184.6754495,273.0756245,367.5136382,692.6864641,1.08931439,118.2
Farm_C,973.0105548,814.4684826,812.9010091,19.19227682,498.3677727,688.4023964,480.5865773,396.9232762,672.6021182,724.3388171,5.776922843,970.7712189,155.6371071,230.9932639,434.2828851,290.7946492,3.226062842,117.30000000000001
Farm_B,677.5643618,660.1973767,527.7011091,174.8386273,720.0365365,139.3560741,417.5807758,651.6668254,773.4731257,181.4383477,6.197024948,1527.612663,164.8162993,77.00643853,171.6114615,773.7807107,9.257372588,207.3
Farm_B,195.2429878,282.0345726,450.5441353,975.8737549,178.0359669,360.9738969,797.4260216,636.4302495,497.174764,226.6564022,8.790367401,1336.849588,238.4904759,123.7601769,331.96663,222.9408133,1.081346222,197.4
Farm_A,672.1355474,795.1861948,117.5262468,80.91928305,33.53243474,294.4657595,354.6221576,950.8635623,854.3850934,485.8717592,7.993570958,453.5926939,189.9389209,85.00602439,223.4803571,317.7385123,4.291126734,97.5
Farm_C,367.7158031,318.9756303,273.4070719,11.03126443,452.4395161,75.13778174,76.13085949,350.6269312,673.4324333,991.2559937,7.66535648,1444.886685,145.1001372,278.3217369,480.2212146,474.8539887,2.455042926,108.89999999999999
Farm_C,428.1841483,750.8710678,520.1635011,737.3570774,205.1396405,692.2765645,871.8435277,80.11484638,106.5930303,333.0019131,5.957628491,1537.827861,74.13361755,218.2416556,144.8172337,200.3609911,5.328011319,115.8
Farm_C,755.5511385,97.17649377,950.0619671,535.8276845,929.5291442,181.9281305,33.94597859,981.186178,219.2139874,667.5933856,8.204357897,1166.820717,277.3050515,198.3053925,320.4833751,792.0305039,6.356185074,113.39999999999999
Farm_C,492.5176938,803.4809304,247.3481017,241.2014576,663.537372,590.2306669,878.6299864,104.5678403,683.2480283,323.3715621,5.012402801,882.354529,277.6925404,155.508565,279.6946201,365.7713298,1.108928051,108.3
Farm_A,853.0094555,902.5529067,560.9379715,394.4762786,472.0669451,489.4249636,128.8698675,817.29777,48.21203886,661.8391898,4.016091318,1767.877148,167.1919914,247.24629,499.0193851,851.9322032,3.59996445,99.6
Farm_B,363.6296024,30.50024994,374.2707958,396.9815171,383.8912214,13.00192351,874.7016727,22.12355153,486.6689414,580.1723692,7.301513599,1695.624343,213.5731381,197.9242906,63.93010591,464.5924251,8.023385112,194.4
Farm_C,609.564334,622.8904758,777.1469159,208.5105144,139.2720727,817.4435617,479.8756203,426.1813022,622.9665836,195.7779857,7.123317844,145.9643514,291.7816538,287.6327631,102.2625321,422.0326757,7.726999659,109.5
Farm_C,90.28977005,408.9529444,223.5958385,132.5246727,127.4886623,425.2135045,384.3266472,983.977648,163.5238726,716.1506742,4.640478732,930.016335,254.7658785,101.7481446,248.1986076,344.2684424,8.300113929,115.5
Farm_C,93.67476783,71.18864846,414.8195023,769.3048936,224.6048229,106.5982531,683.2587637,87.86649914,201.8534521,692.4361513,6.775424747,228.5698876,186.662055,209.0240116,308.0880282,790.8108657,7.815791864,110.1
Farm_A,633.5297108,835.9801205,285.7120863,640.9720773,110.631737,894.5522269,987.7223897,397.594398,359.2333694,311.3076992,8.05884894,1483.084683,96.85298602,202.6950178,392.8558157,228.5883652,6.204685595,95.7
Farm_C,548.7337894,458.2528905,45.21867011,306.2536208,54.76163882,663.6711654,862.1276173,480.5069473,4.939980934,607.0940361,7.18145677,1256.201818,267.8011206,80.25625012,178.6026,803.641477,4.932962971,115.19999999999999
Farm_C,502.6370931,877.4720135,944.7657299,215.201872,632.2642879,694.6964709,565.731964,200.1502442,838.1152896,894.1908747,4.176556775,1371.142441,264.5854192,85.53428095,447.5591433,710.0318803,7.944642199,115.19999999999999
Farm_A,849.2234105,18.22182565,842.1189231,414.1297525,346.9532019,596.8428489,495.8757351,9.770847419,29.97358987,404.3187681,6.007471579,318.0608566,161.763886,140.4799977,233.4128939,431.8364538,9.64122044,101.10000000000001
Farm_C,9.197051617,585.7755813,725.7195084,62.29179813,920.8418826,355.6727165,877.4608626,291.6625787,507.2348087,862.7970775,6.541802735,1342.931743,103.1610941,221.6474784,491.4443202,784.9340112,9.953373646,110.7
Farm_B,963.6199771,103.1238688,551.9068388,375.8882851,36.54966785,249.6680089,825.8167506,547.5923762,999.4137258,994.1393612,7.478090732,489.2744209,53.10100907,126.5783747,53.9884783,340.8334091,2.066523612,190.2
Farm_B,962.4472949,822.6005607,812.7995673,600.5943334,906.472111,207.8862551,939.0676985,488.6431904,900.701864,607.9050928,5.325232142,1186.557315,160.0808546,109.3583671,122.0112214,389.3461311,4.582047637,201.3
Farm_A,51.47875125,51.68172117,424.2220092,116.3663979,620.0727559,259.4234334,873.6771142,163.6238212,733.1130224,647.4747142,5.028436311,618.8345389,296.0275798,235.898479,191.2850228,210.6286106,1.520600045,98.7
Farm_A,900.4180572,398.5047344,583.6561119,780.7615861,707.2386343,175.3712786,994.9078226,200.5247267,585.3543644,353.4213793,8.923348698,759.9523199,219.0443905,276.9027506,459.2545749,439.5862486,1.395099484,98.7
Farm_C,284.8404944,769.9935531,376.2595855,992.1580148,627.7080531,421.4245506,767.1882889,273.6266663,912.3633456,955.523696,5.477223887,735.5714486,250.9008839,171.9167672,180.1601474,981.0830037,3.219432715,118.5
Farm_B,555.2008116,97.83416065,620.1325978,216.0381825,872.1239089,900.0186418,350.1252592,481.5223515,736.4020151,212.0448399,7.642453386,219.0410866,260.3618883,82.87227997,67.7567898,382.0131258,3.472334335,204.9
Farm_A,568.3086033,683.0067734,468.6931598,733.6143806,452.2179409,770.9122037,220.1832019,517.7116434,704.6807627,717.5977657,5.020178173,1473.347176,266.1409024,52.53279601,394.0375076,147.1195182,9.795771172,95.4
Farm_C,518.7906217,286.5412521,84.83771409,553.8022407,232.2126951,293.1477303,870.0988739,758.2631959,438.6154192,380.1956188,4.870546677,324.8387628,96.05620981,201.7723947,222.8930208,823.134469,9.087045442,116.39999999999999
Farm_C,928.3185626,428.9940274,772.3183917,324.6759269,898.0542894,658.7833667,880.8707592,814.8251137,651.232977,324.3337531,6.965221671,727.4086233,185.1746192,157.4827693,175.4419426,152.2827569,1.262527873,111.60000000000001
Farm_C,892.5589985,809.3611555,91.20610305,992.4835022,139.7723766,27.0959925,37.00763472,632.6218931,974.7931621,396.1726916,4.750845004,1591.304257,121.7844895,65.91022732,340.6200738,413.9384806,2.129951933,117.0
Farm_C,174.366429,611.7207462,523.0978442,68.17230939,345.6959935,272.3073265,167.0339461,185.5255157,73.49674733,256.5627837,4.987352449,636.1554419,93.44039828,123.3722058,112.6385156,348.552602,1.559829035,108.60000000000001
Farm_A,24.31596643,806.8347393,606.1746345,487.8540439,414.6241237,136.8186309,867.294201,936.2122462,570.6097466,519.0597909,4.744440252,1073.755033,290.7025893,60.93476808,264.5795607,384.0646094,3.058091016,97.8
Farm_C,174.366429,611.7207462,523.0978442,68.17230939,345.6959935,272.3073265,167.0339461,185.5255157,73.49674733,256.5627837,4.987352449,636.1554419,93.44039828,123.3722058,112.6385156,348.552602,1.559829035,108.60000000000001
Farm_C,971.7820827,37.34818875,370.6421471,447.2025405,543.5528611,85.50853085,528.937134,323.6102191,873.4232381,533.6025467,7.821863311,829.2826087,88.02607081,225.6584433,224.594042,915.4999019,5.121961831,110.1
Farm_C,237.2490875,905.350642,150.4168911,886.6042152,398.1686936,262.2640443,408.4532131,498.8881535,515.5960286,496.7668589,5.233394323,576.8366565,276.7987577,138.692823,271.546466,550.3610311,2.710968848,119.7
Farm_C,492.5176938,803.4809304,247.3481017,241.2014576,663.537372,590.2306669,878.6299864,104.5678403,683.2480283,323.3715621,5.012402801,882.354529,277.6925404,155.508565,279.6946201,365.7713298,1.108928051,108.3
Farm_B,896.0912999,913.2405526,549.5288823,842.0332944,163.6559429,671.8927436,120.5668858,937.2284872,680.2282424,448.6936226,7.401138896,1082.811207,208.6456044,78.73324926,82.27034998,952.9192234,8.264399836,192.0
Farm_C,502.6370931,877.4720135,944.7657299,215.201872,632.2642879,694.6964709,565.731964,200.1502442,838.1152896,894.1908747,4.176556775,1371.142441,264.5854192,85.53428095,447.5591433,710.0318803,7.944642199,115.19999999999999
Farm_C,651.9612595,941.4648088,376.4633669,527.0414639,802.8534486,732.5720972,655.2419806,242.0450159,639.1199378,231.9470961,4.800358175,316.7819913,247.1118358,237.794512,392.8091861,143.3674112,1.657734058,108.3
Farm_A,849.2234105,18.22182565,842.1189231,414.1297525,346.9532019,596.8428489,495.8757351,9.770847419,29.97358987,404.3187681,6.007471579,318.0608566,161.763886,140.4799977,233.4128939,431.8364538,9.64122044,101.10000000000001
Farm_A,15.45661653,858.4127518,520.3077009,150.0486647,209.9055931,806.5611479,158.6051053,339.4501925,393.8644057,532.9577866,8.430978902,412.9420715,225.9214944,223.1232067,411.9967435,431.007389,4.858318189,102.30000000000001
Farm_C,177.1106794,412.6176769,671.7006844,547.959489,996.8742518,446.005773,837.0133284,541.2963353,930.9486955,800.3565078,8.383253809,972.5557674,126.1877738,189.6605991,375.218131,455.6178169,2.998682836,114.3
Farm_B,265.2023677,844.875311,56.37549665,416.1539982,140.8570204,728.1887562,851.206914,33.20310879,969.9120461,128.3942895,7.079927251,1132.722613,294.2000821,203.1433671,140.213532,839.9618981,5.292100958,188.7
Farm_B,590.8929432,714.5959227,891.1431137,764.8098009,722.2525684,257.8876854,89.41100231,31.13408288,325.1900642,681.117854,6.160384415,357.1727563,255.4092244,59.18034063,204.1015905,148.8988313,4.106729876,200.39999999999998
